stock_number,gemstone,origin,price,carat,shape,cut,color,clarity,measurements,table,depth,symmetry,polish,girdle,culet,fluorescence,diamond_id
6430116A,"Natural, untreated diamond",Botswana Sort,"$4,140",1.06,Round,Super Ideal,J,VVS1,6.55mm x 6.50mm x 3.98mm,59.0%,61.0%,Excellent,Excellent,Slightly Thick,None,Strong,17753664
6208706A,"Natural, untreated diamond",Canada,"$4,160",1.07,Round,Super Ideal,E,SI2,6.72mm x 6.67mm x 3.95mm,60.0%,59.0%,Excellent,Excellent,Medium,None,Medium,17917671
6453617AY,"Natural, untreated diamond",Botswana Sort,"$4,160",1.04,Round,Super Ideal,H,SI2,6.50mm x 6.47mm x 4.03mm,59.0%,62.1%,Excellent,Excellent,Thin - Slightly Thick,None,None,17679141
5743207Y,"Natural, untreated diamond",Recycled,"$4,160",1.04,Round,Very Good,J,SI2,6.42mm x 6.36mm x 4.05mm,58.0%,63.3%,Very Good,Excellent,Medium - Thick,None,None,15277161
6186083A,"Natural, untreated diamond",Canada,"$4,160",1.03,Round,Very Good,F,SI2,6.45mm x 6.39mm x 3.97mm,61.0%,61.8%,Very Good,Excellent,Medium - Thick,None,None,17872400
5759646A,"Natural, untreated diamond",Botswana Sort,"$4,170",1.03,Round,Ideal,H,SI2,6.44mm x 6.41mm x 4.02mm,57.0%,62.6%,Excellent,Very Good,Thin - Sl.Tk,None,None,17504053
6155899A,"Natural, untreated diamond",Botswana Sort,"$4,170",1.03,Round,Super Ideal,G,SI2,6.48mm x 6.45mm x 4.01mm,57.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17640871
6586180A,"Natural, untreated diamond",Botswana Sort,"$4,170",1.03,Round,Super Ideal,E,SI2,6.51mm x 6.46mm x 3.94mm,59.0%,60.7%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17838530
6308404AY,"Natural, untreated diamond",Botswana Sort,"$4,180",1.03,Round,Super Ideal,I,SI2,6.46mm x 6.42mm x 3.99mm,59.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,17758388
6241358AY,"Natural, untreated diamond",Botswana Sort,"$4,180",1.03,Round,Super Ideal,I,SI2,6.45mm x 6.41mm x 3.99mm,58.0%,62.1%,Excellent,Excellent,Slightly Thick,None,None,17482883
6577976A,"Natural, untreated diamond",Botswana Sort,"$4,180",1.04,Round,Ideal,I,SI2,6.48mm x 6.43mm x 4.02mm,58.0%,62.3%,Excellent,Very Good,"Medium - Slightly Thick, Faceted",None,None,17894760
6346926A,"Natural, untreated diamond",Botswana Sort,"$4,180",1.04,Round,Super Ideal,J,VS1,6.47mm x 6.45mm x 4.04mm,58.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,17789458
6445060A,"Natural, untreated diamond",Botswana Sort,"$4,190",1.07,Round,Super Ideal,I,SI2,6.53mm x 6.48mm x 4.08mm,59.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,17873401
6321868AY,"Natural, untreated diamond",Botswana Sort,"$4,190",1.03,Round,Super Ideal,I,SI2,6.49mm x 6.46mm x 3.95mm,59.0%,61.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,17581321
6430143A,"Natural, untreated diamond",Botswana Sort,"$4,190",1.03,Round,Super Ideal,G,SI2,6.48mm x 6.44mm x 4.04mm,56.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17682807
5821900A,"Natural, untreated diamond",Botswana Sort,"$4,200",1.05,Round,Super Ideal,I,SI1,6.48mm x 6.45mm x 4.05mm,56.0%,62.6%,Excellent,Excellent,Slightly Thick,None,Faint,17913556
6329879A,"Natural, untreated diamond",Botswana Sort,"$4,200",1.05,Round,Super Ideal,I,SI2,6.55mm x 6.52mm x 3.93mm,61.0%,60.1%,Excellent,Excellent,Slightly Thick,None,None,16555545
6131019A,"Natural, untreated diamond",Botswana Sort,"$4,200",1.03,Round,Super Ideal,H,SI2,6.46mm x 6.44mm x 4.00mm,60.0%,62.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17896552
5865495A,"Natural, untreated diamond",Botswana Sort,"$4,200",1.03,Round,Super Ideal,G,SI2,6.47mm x 6.43mm x 4.05mm,58.0%,62.8%,Excellent,Excellent,Medium,None,Faint,15454048
6074282A,"Natural, untreated diamond",Botswana Sort,"$4,200",1.03,Round,Super Ideal,F,SI2,6.43mm x 6.39mm x 3.99mm,58.0%,62.3%,Excellent,Excellent,Slightly Thick,None,Faint,17911476
6536649A,"Natural, untreated diamond",Botswana Sort,"$4,210",1.05,Round,Ideal,E,SI2,6.48mm x 6.44mm x 4.02mm,57.0%,62.3%,Excellent,Very Good,Slightly Thick,None,Medium,17615804
6449162A,"Natural, untreated diamond",Botswana Sort,"$4,210",1.03,Round,Super Ideal,J,SI1,6.44mm x 6.39mm x 4.00mm,57.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17124018
5779500A,"Natural, untreated diamond",Botswana Sort,"$4,210",1.03,Round,Super Ideal,H,SI2,6.43mm x 6.38mm x 4.03mm,58.0%,63.0%,Excellent,Excellent,Slightly Thick,None,None,17580866
6544362A,"Natural, untreated diamond",Botswana Sort,"$4,220",1.06,Round,Super Ideal,G,SI2,6.49mm x 6.46mm x 4.07mm,57.0%,62.8%,Excellent,Excellent,Slightly Thick,None,None,17913017
6531357Y,"Natural, untreated diamond",Botswana Sort,"$4,220",1.04,Round,Super Ideal,I,SI2,6.52mm x 6.47mm x 3.99mm,57.0%,61.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,17586551
6429944A,"Natural, untreated diamond",Botswana Sort,"$4,230",1.03,Round,Super Ideal,G,SI2,6.58mm x 6.56mm x 3.92mm,59.0%,59.6%,Excellent,Excellent,Medium,None,Faint,17684425
6346793A,"Natural, untreated diamond",Botswana Sort,"$4,240",1.03,Round,Super Ideal,G,SI2,6.47mm x 6.44mm x 3.99mm,58.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17683850
6278632A,"Natural, untreated diamond",Botswana Sort,"$4,240",1.04,Round,Super Ideal,H,SI2,6.55mm x 6.52mm x 3.95mm,60.0%,60.5%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17894881
6429956A,"Natural, untreated diamond",Botswana Sort,"$4,250",1.07,Round,Super Ideal,I,SI2,6.52mm x 6.48mm x 4.07mm,57.0%,62.6%,Excellent,Excellent,Slightly Thick,None,None,17683682
6568704A,"Natural, untreated diamond",Botswana Sort,"$4,250",1.07,Round,Super Ideal,J,VS2,6.52mm x 6.48mm x 4.07mm,58.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17763267
6210172A,"Natural, untreated diamond",Canada,"$4,250",1.03,Round,Super Ideal,G,SI2,6.45mm x 6.40mm x 3.98mm,58.0%,62.0%,Excellent,Excellent,Slightly Thick,None,None,17641137
6565176A,"Natural, untreated diamond",Botswana Sort,"$4,260",1.08,Round,Super Ideal,H,SI2,6.51mm x 6.47mm x 4.10mm,57.0%,63.1%,Excellent,Excellent,Slightly Thick,None,Faint,17871917
6224030A,"Natural, untreated diamond",Botswana Sort,"$4,260",1.08,Round,Super Ideal,H,SI2,6.53mm x 6.49mm x 4.08mm,58.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17874779
5914023Y,"Natural, untreated diamond",Botswana Sort,"$4,260",1.04,Round,Super Ideal,G,SI2,6.46mm x 6.41mm x 4.04mm,58.0%,62.7%,Excellent,Excellent,Slightly Thick,None,Faint,14794208
6531611Y,"Natural, untreated diamond",Botswana Sort,"$4,260",1.08,Round,Super Ideal,F,SI2,6.52mm x 6.48mm x 4.08mm,59.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,17746032
6520044AY,"Natural, untreated diamond",Botswana Sort,"$4,260",1.06,Round,Super Ideal,G,SI2,6.53mm x 6.49mm x 4.02mm,59.0%,61.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,17758465
6513470A,"Natural, untreated diamond",Botswana Sort,"$4,270",1.05,Round,Super Ideal,G,SI2,6.48mm x 6.45mm x 4.07mm,58.0%,62.9%,Excellent,Excellent,Medium,None,Medium,17915460
6544000Y,"Natural, untreated diamond",Botswana Sort,"$4,280",1.06,Round,Super Ideal,J,VVS2,6.51mm x 6.45mm x 4.09mm,55.0%,63.1%,Excellent,Excellent,Medium,Pointed,Strong,17870717
6524430Y,"Natural, untreated diamond",Botswana Sort,"$4,280",1.08,Round,Super Ideal,G,SI2,6.74mm x 6.72mm x 3.94mm,61.0%,58.5%,Excellent,Excellent,Thin - Slightly Thick,None,None,17747033
6202857A,"Natural, untreated diamond",Botswana Sort,"$4,290",1.08,Round,Super Ideal,I,SI2,6.55mm x 6.53mm x 4.08mm,57.0%,62.4%,Excellent,Excellent,Medium,None,None,17322605
5781217A,"Natural, untreated diamond",Botswana Sort,"$4,300",1.03,Round,Ideal,F,SI2,6.51mm x 6.49mm x 3.98mm,61.0%,61.2%,Excellent,Very Good,Medium - Slightly Thick,None,Faint,14853996
6485876A,"Natural, untreated diamond",Botswana Sort,"$4,300",1.04,Round,Super Ideal,I,SI1,6.49mm x 6.45mm x 4.03mm,56.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17684216
6336145A,"Natural, untreated diamond",Botswana Sort,"$4,300",1.03,Round,Super Ideal,J,VS2,6.48mm x 6.45mm x 3.99mm,59.0%,61.7%,Excellent,Excellent,4,Pointed,Medium,17303677
6445802Y,"Natural, untreated diamond",Botswana Sort,"$4,300",1.04,Round,Super Ideal,H,SI1,6.49mm x 6.45mm x 4.00mm,60.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17746101
6588172A,"Natural, untreated diamond",Botswana Sort,"$4,310",1.06,Round,Super Ideal,G,SI2,6.75mm x 6.70mm x 3.91mm,60.0%,58.1%,Excellent,Excellent,Thin - Medium,None,None,17842699
6347091A,"Natural, untreated diamond",Botswana Sort,"$4,310",1.04,Round,Super Ideal,H,SI1,6.47mm x 6.43mm x 4.00mm,58.0%,62.0%,Excellent,Excellent,Slightly Thick,None,None,17683612
6588179A,"Natural, untreated diamond",Botswana Sort,"$4,320",1.06,Round,Super Ideal,H,SI2,6.58mm x 6.54mm x 4.07mm,59.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,17843121
5991367A,"Natural, untreated diamond",Botswana Sort,"$4,330",1.03,Round,Super Ideal,H,SI2,6.46mm x 6.43mm x 4.03mm,56.0%,62.6%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17894419
6045218A,"Natural, untreated diamond",Botswana Sort,"$4,340",1.08,Round,Super Ideal,I,SI2,6.58mm x 6.53mm x 4.09mm,56.0%,62.3%,Excellent,Excellent,Medium,None,None,17742229
6067144A,"Natural, untreated diamond",Botswana Sort,"$4,310",1.05,Round,Super Ideal,J,VS1,6.53mm x 6.49mm x 4.03mm,56.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,Pointed,Faint,17711950
6564700Y,"Natural, untreated diamond",Botswana Sort,"$4,350",1.05,Round,Super Ideal,F,SI2,6.49mm x 6.45mm x 4.04mm,59.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17747261
6229273A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.03,Round,Super Ideal,H,SI2,6.55mm x 6.51mm x 3.98mm,59.0%,61.0%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17900528
6045187A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.03,Round,Super Ideal,H,SI2,6.51mm x 6.47mm x 4.04mm,57.0%,62.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,17741990
6210171A,"Natural, untreated diamond",Canada,"$4,350",1.07,Round,Super Ideal,G,SI2,6.59mm x 6.54mm x 3.99mm,58.0%,60.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,17640780
6137889A,"Natural, untreated diamond",Botswana Sort,"$4,360",1.08,Round,Super Ideal,H,SI2,6.66mm x 6.63mm x 4.07mm,57.0%,61.3%,Excellent,Excellent,Medium,None,None,17757519
5793793A,"Natural, untreated diamond",Botswana Sort,"$4,370",1.08,Round,Super Ideal,G,SI2,6.52mm x 6.48mm x 4.09mm,57.0%,63.0%,Excellent,Excellent,Medium - Sl.Tk,None,Faint,17504447
6365059A,"Natural, untreated diamond",Botswana Sort,"$4,380",1.07,Round,Super Ideal,J,VS2,6.50mm x 6.46mm x 4.08mm,57.0%,62.9%,Excellent,Excellent,"Slightly Thick, Faceted",None,Faint,17897118
5938176A,"Natural, untreated diamond",Botswana Sort,"$4,380",1.03,Round,Super Ideal,E,SI2,6.44mm x 6.41mm x 4.04mm,56.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,14864804
5568370A,"Natural, untreated diamond",Canada,"$4,380",1.03,Round,Super Ideal,H,SI2,6.54mm x 6.51mm x 3.96mm,58.0%,60.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17640720
5938405A,"Natural, untreated diamond",Botswana Sort,"$4,380",1.04,Round,Super Ideal,H,SI2,6.46mm x 6.43mm x 4.05mm,57.0%,62.8%,Excellent,Excellent,Slightly Thick,None,Faint,17918433
6292227A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.03,Round,Super Ideal,H,SI2,6.48mm x 6.43mm x 4.01mm,58.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,16416957
6429946A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.07,Round,Super Ideal,G,SI1,6.54mm x 6.50mm x 4.06mm,56.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,Very Strong,17681564
6155910A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.08,Round,Super Ideal,J,SI2,6.60mm x 6.58mm x 4.06mm,59.0%,61.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17640801
6223666A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.08,Round,Super Ideal,I,SI2,6.57mm x 6.53mm x 4.11mm,58.0%,62.7%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17894668
5994863A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.05,Round,Super Ideal,I,SI2,6.66mm x 6.62mm x 3.96mm,58.0%,59.7%,Excellent,Excellent,Thin - Medium,None,None,17742254
6346729A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.07,Round,Super Ideal,G,SI1,6.53mm x 6.48mm x 4.08mm,56.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17683004
5938400A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.07,Round,Super Ideal,G,SI2,6.53mm x 6.50mm x 4.09mm,57.0%,62.8%,Excellent,Excellent,Medium,None,Faint,17914085
6520408A,"Natural, untreated diamond",Botswana Sort,"$4,400",1.03,Round,Ideal,H,SI2,6.44mm x 6.40mm x 4.02mm,57.0%,62.6%,Excellent,Very Good,Medium - Slightly Thick,None,None,17553954
5836524A,"Natural, untreated diamond",Botswana Sort,"$4,400",1.03,Round,Super Ideal,H,SI2,6.54mm x 6.51mm x 3.92mm,60.0%,60.0%,Excellent,Excellent,"Slightly Thick, Faceted",None,None,17896761
4827698A,"Natural, untreated diamond",Botswana Sort,"$4,400",1.08,Round,Ideal,F,SI2,6.63mm x 6.61mm x 4.03mm,58.0%,60.9%,Excellent,Excellent,4,Pointed,None,17869437
6566431A,"Natural, untreated diamond",Botswana Sort,"$4,410",1.04,Round,Super Ideal,H,SI2,6.45mm x 6.42mm x 4.01mm,57.0%,62.4%,Excellent,Excellent,Medium,None,None,17918184
6030502A,"Natural, untreated diamond",Botswana Sort,"$4,410",1.03,Round,Super Ideal,G,SI2,6.49mm x 6.47mm x 3.99mm,59.0%,61.5%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17789803
6565313AY,"Natural, untreated diamond",Botswana Sort,"$4,420",1.03,Round,Super Ideal,G,SI2,6.48mm x 6.46mm x 4.03mm,58.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,17753439
6441610A,"Natural, untreated diamond",Canada,"$4,420",1.05,Round,Ideal,I,SI1,6.47mm x 6.44mm x 4.04mm,56.0%,62.5%,Very Good,Excellent,Thin - Slightly Thick,None,None,17874935
6588169A,"Natural, untreated diamond",Botswana Sort,"$4,420",1.07,Round,Super Ideal,G,SI2,6.67mm x 6.63mm x 3.95mm,61.0%,59.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17842967
6587347A,"Natural, untreated diamond",Botswana Sort,"$4,430",1.05,Round,Super Ideal,G,SI2,6.48mm x 6.44mm x 4.05mm,59.0%,62.6%,Excellent,Excellent,Slightly Thick,None,None,17912207
6134444A,"Natural, untreated diamond",Botswana Sort,"$4,440",1.03,Round,Ideal,G,SI1,6.47mm x 6.42mm x 4.01mm,60.0%,62.2%,Excellent,Very Good,Medium - Slightly Thick,None,Very Strong,15715329
6445226AY,"Natural, untreated diamond",Botswana Sort,"$4,440",1.03,Round,Super Ideal,H,SI2,6.48mm x 6.45mm x 4.00mm,56.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,17758373
6520518Y,"Natural, untreated diamond",Botswana Sort,"$4,450",1.08,Round,Super Ideal,H,SI2,6.73mm x 6.68mm x 3.98mm,62.0%,59.4%,Excellent,Excellent,Thin - Slightly Thick,None,None,17558848
5755231A,"Natural, untreated diamond",Botswana Sort,"$4,450",1.04,Round,Super Ideal,H,SI2,6.47mm x 6.43mm x 4.05mm,57.0%,62.8%,Excellent,Excellent,Medium,None,Faint,17913506
6468075A,"Natural, untreated diamond",Botswana Sort,"$4,460",1.04,Round,Super Ideal,G,SI2,6.47mm x 6.44mm x 4.04mm,58.0%,62.6%,Excellent,Excellent,Slightly Thick,None,None,17682461
5887147AY,"Natural, untreated diamond",Botswana Sort,"$4,470",1.06,Round,Super Ideal,G,SI2,6.53mm x 6.49mm x 4.06mm,55.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,17581432
6578104A,"Natural, untreated diamond",Botswana Sort,"$4,470",1.05,Round,Super Ideal,I,SI2,6.48mm x 6.45mm x 4.01mm,59.0%,62.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17895445
6143689A,"Natural, untreated diamond",Botswana Sort,"$4,470",1.03,Round,Super Ideal,I,SI1,6.52mm x 6.48mm x 3.95mm,58.0%,60.8%,Excellent,Excellent,Medium - Sl.Tk,None,Medium,17503990
6012558A,"Natural, untreated diamond",Botswana Sort,"$5,200",1.06,Round,Super Ideal,F,SI2,6.52mm x 6.48mm x 4.05mm,57.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,15287281
6331230A,"Natural, untreated diamond",Botswana Sort,"$5,200",1.03,Round,Super Ideal,G,SI2,6.44mm x 6.40mm x 4.05mm,56.0%,63.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555868
6345698A,"Natural, untreated diamond",Botswana Sort,"$5,200",1.07,Round,Super Ideal,H,SI2,6.57mm x 6.53mm x 4.04mm,55.0%,61.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,16639339
6415618A,"Natural, untreated diamond",Canada,"$5,210",1.04,Round,Super Ideal,F,SI2,6.50mm x 6.46mm x 3.99mm,59.0%,61.6%,Excellent,Excellent,Thin,None,None,17912154
5568358A,"Natural, untreated diamond",Canada,"$5,210",1.03,Round,Very Good,F,SI1,6.33mm x 6.25mm x 4.04mm,56.0%,64.3%,Very Good,Excellent,Slightly Thick - Thick,None,None,17641221
6566414A,"Natural, untreated diamond",Botswana Sort,"$5,210",1.04,Round,Super Ideal,G,SI2,6.57mm x 6.55mm x 3.94mm,58.0%,60.1%,Excellent,Excellent,Slightly Thick,None,None,17916611
5025158AB,"Natural, untreated diamond",Botswana Sort,"$5,210",1.06,Round,Super Ideal,J,VS1,6.55mm x 6.53mm x 4.03mm,60.0%,60.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,14640188
6197370A,"Natural, untreated diamond",Botswana Sort,"$5,220",1.07,Round,Super Ideal,H,SI1,6.54mm x 6.51mm x 4.07mm,57.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,15946437
6261080A,"Natural, untreated diamond",Canada,"$5,220",1.03,Round,Super Ideal,H,SI1,6.43mm x 6.39mm x 4.02mm,56.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,17872612
6595726A,"Natural, untreated diamond",Botswana Sort,"$5,220",1.06,Round,Super Ideal,H,SI1,6.48mm x 6.45mm x 4.05mm,58.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17867093
6520308A,"Natural, untreated diamond",Botswana Sort,"$5,230",1.08,Round,Super Ideal,G,SI2,6.52mm x 6.48mm x 4.08mm,58.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,17553966
5778594A,"Natural, untreated diamond",Botswana Sort,"$5,230",1.05,Round,Super Ideal,F,SI2,6.50mm x 6.49mm x 4.02mm,57.0%,61.8%,Excellent,Excellent,Slightly Thick,None,None,16555313
6531296Y,"Natural, untreated diamond",Botswana Sort,"$5,230",1.06,Round,Ideal,D,SI1,6.51mm x 6.47mm x 4.05mm,55.0%,62.4%,Excellent,Very Good,Medium - Slightly Thick,None,Strong,17586592
5587501AB,"Natural, untreated diamond",Canada,"$5,240",1.03,Round,Super Ideal,H,VS2,6.56mm x 6.53mm x 3.92mm,61.0%,59.8%,Excellent,Excellent,Medium,Pointed,Slight,13832932
6520121A,"Natural, untreated diamond",Botswana Sort,"$5,240",1.04,Round,Super Ideal,I,SI1,6.53mm x 6.49mm x 3.97mm,57.0%,61.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,17554043
5878474A,"Natural, untreated diamond",Canada,"$5,250",1.03,Round,Super Ideal,I,SI1,6.43mm x 6.38mm x 4.02mm,57.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,14670424
6518156Y,"Natural, untreated diamond",Botswana Sort,"$5,250",1.07,Round,Super Ideal,E,SI1,6.58mm x 6.53mm x 4.07mm,56.0%,62.1%,Excellent,Excellent,Medium,Pointed,Strong,17870711
5338372A,"Natural, untreated diamond",Botswana Sort,"$5,260",1.03,Round,Super Ideal,J,VVS1,6.47mm x 6.45mm x 4.03mm,59.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17902048
5781681A,"Natural, untreated diamond",Botswana Sort,"$5,260",1.03,Round,Very Good,I,VVS1,6.31mm x 6.26mm x 4.05mm,55.0%,64.4%,Excellent,Excellent,Slightly Thick - Thick,None,None,16487711
6187420A,"Natural, untreated diamond",Botswana Sort,"$5,260",1.06,Round,Super Ideal,G,SI2,6.49mm x 6.46mm x 4.06mm,57.0%,62.8%,Excellent,Excellent,Medium,None,None,17915584
5734998A,"Natural, untreated diamond",Botswana Sort,"$5,270",1.08,Round,Super Ideal,H,SI1,6.55mm x 6.52mm x 4.07mm,58.0%,62.2%,Excellent,Excellent,Medium,None,None,16490762
6200822A,"Natural, untreated diamond",Botswana Sort,"$5,270",1.08,Round,Super Ideal,I,VS2,6.57mm x 6.52mm x 4.08mm,55.0%,62.4%,Excellent,Excellent,Thin - Medium,None,Medium,15974548
5539539A,"Natural, untreated diamond",Botswana Sort,"$5,270",1.04,Round,Very Good,H,VS2,6.34mm x 6.24mm x 4.09mm,57.0%,65.0%,Very Good,Very Good,Very Thin - Thick(Faceted),None,None,16863703
6235564A,"Natural, untreated diamond",Botswana Sort,"$5,280",1.03,Round,Ideal,D,SI1,6.44mm x 6.40mm x 4.04mm,58.0%,62.9%,Excellent,Very Good,Medium - Slightly Thick,None,Strong,16175176
6460609A,"Natural, untreated diamond",Botswana Sort,"$5,290",1.04,Round,Super Ideal,I,SI1,6.46mm x 6.42mm x 4.01mm,56.0%,62.2%,Excellent,Excellent,Slightly Thick,None,None,17172732
6315492A,"Natural, untreated diamond",Botswana Sort,"$5,300",1.05,Round,Super Ideal,I,SI1,6.50mm x 6.46mm x 4.05mm,56.0%,62.5%,Excellent,Excellent,4,Pointed,None,17303475
6580020A,"Natural, untreated diamond",Botswana Sort,"$5,300",1.07,Round,Super Ideal,J,VS2,6.52mm x 6.48mm x 4.07mm,59.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17919764
6252608A,"Natural, untreated diamond",Botswana Sort,"$5,300",1.04,Round,Super Ideal,G,SI1,6.53mm x 6.50mm x 4.00mm,59.0%,61.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,17910060
5235480AB,"Natural, untreated diamond",Botswana Sort,"$5,310",1.05,Round,Super Ideal,H,VS2,6.52mm x 6.48mm x 4.03mm,61.0%,61.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Medium,17751064
6468120A,"Natural, untreated diamond",Botswana Sort,"$5,310",1.05,Round,Super Ideal,I,VVS1,6.53mm x 6.51mm x 4.04mm,57.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17682027
6453252A,"Natural, untreated diamond",Botswana Sort,"$5,310",1.03,Round,Super Ideal,H,SI1,6.56mm x 6.53mm x 3.95mm,60.0%,60.4%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17372270
6080950A,"Natural, untreated diamond",Botswana Sort,"$5,310",1.04,Round,Super Ideal,F,SI2,6.45mm x 6.41mm x 4.03mm,56.0%,62.6%,Excellent,Excellent,Slightly Thick,None,None,17911971
6429844A,"Natural, untreated diamond",Botswana Sort,"$5,320",1.07,Round,Super Ideal,G,VS1,6.52mm x 6.48mm x 4.06mm,58.0%,62.5%,Excellent,Excellent,Slightly Thick,None,Very Strong,17887175
6200021A,"Natural, untreated diamond",Botswana Sort,"$5,320",1.05,Round,Super Ideal,F,SI1,6.45mm x 6.41mm x 4.04mm,58.0%,62.8%,Excellent,Excellent,Thin - Sl.Tk,None,Medium,17504225
