stock_number,gemstone,origin,price,carat,shape,cut,color,clarity,measurements,table,depth,symmetry,polish,girdle,culet,fluorescence,diamond_id
6331032A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.10,Round,Super Ideal,I,SI2,6.65mm x 6.62mm x 4.09mm,56.0%,61.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,16553776
6585863A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.20,Round,Very Good,F,SI2,6.63mm x 6.54mm x 4.26mm,57.5%,64.7%,Very Good,Excellent,Medium - Thick,Pointed,None,17838076
6167238A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.20,Round,Very Good,H,SI2,6.64mm x 6.60mm x 4.25mm,56.0%,64.2%,Excellent,Excellent,Medium - Thick,None,Medium,16627009
6585468A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.20,Round,Very Good,F,SI2,6.62mm x 6.56mm x 4.28mm,57.0%,65.0%,Excellent,Excellent,Slightly Thick - Thick,Pointed,None,17837978
6218798A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.20,Round,Very Good,J,SI2,6.68mm x 6.61mm x 4.23mm,58.0%,63.7%,Very Good,Excellent,5,Pointed,Faint,16084032
6331281A,"Natural, untreated diamond",Botswana Sort,"$4,140",1.15,Round,Super Ideal,J,SI2,6.68mm x 6.67mm x 4.21mm,54.0%,63.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,16557208
6524489Y,"Natural, untreated diamond",Botswana Sort,"$4,150",1.09,Round,Super Ideal,J,SI1,6.55mm x 6.50mm x 6.50mm,59.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,17747253
6188641A,"Natural, untreated diamond",Botswana Sort,"$4,150",1.20,Round,Very Good,J,SI2,6.63mm x 6.55mm x 4.27mm,56.0%,64.8%,Very Good,Excellent,Thin - Thick,None,None,16633898
6405377A,"Natural, untreated diamond",Botswana Sort,"$4,160",1.16,Round,Super Ideal,J,SI2,6.71mm x 6.67mm x 4.18mm,57.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17901538
6330596A,"Natural, untreated diamond",Botswana Sort,"$4,170",1.13,Round,Super Ideal,I,SI1,6.73mm x 6.68mm x 4.10mm,59.0%,61.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,16553092
6246404A,"Natural, untreated diamond",Botswana Sort,"$4,170",1.20,Round,Super Ideal,J,SI2,6.78mm x 6.74mm x 4.24mm,57.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,16631351
6559081A,"Natural, untreated diamond",Botswana Sort,"$4,170",1.20,Round,Very Good,J,SI2,6.69mm x 6.64mm x 4.22mm,56.0%,63.4%,Excellent,Excellent,Slightly Thick - Thick,None,None,17732576
6139367A,"Natural, untreated diamond",Botswana Sort,"$4,180",1.10,Round,Super Ideal,I,SI2,6.61mm x 6.59mm x 4.08mm,59.0%,61.8%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,15730889
5928335A,"Natural, untreated diamond",Botswana Sort,"$4,180",1.14,Round,Super Ideal,H,SI2,6.66mm x 6.62mm x 4.12mm,58.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17873693
6161056A,"Natural, untreated diamond",Botswana Sort,"$4,180",1.20,Round,Ideal,G,SI2,6.77mm x 6.74mm x 4.23mm,55.5%,62.6%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17601640
5973210A,"Natural, untreated diamond",Botswana Sort,"$4,190",1.09,Round,Super Ideal,I,SI1,6.58mm x 6.54mm x 4.10mm,58.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,14995158
6524487Y,"Natural, untreated diamond",Botswana Sort,"$4,190",1.20,Round,Very Good,J,VS2,6.62mm x 6.59mm x 4.29mm,56.0%,64.9%,Excellent,Excellent,Slightly Thick - Thick,None,Medium,17746848
6490874A,"Natural, untreated diamond",Botswana Sort,"$4,190",1.19,Round,Super Ideal,J,SI2,6.75mm x 6.73mm x 4.21mm,58.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17874878
6241068A,"Natural, untreated diamond",Botswana Sort,"$4,190",1.16,Round,Super Ideal,J,SI2,6.71mm x 6.68mm x 4.18mm,58.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17893228
6347214A,"Natural, untreated diamond",Botswana Sort,"$4,230",1.20,Round,Very Good,H,SI2,6.66mm x 6.60mm x 4.30mm,59.0%,64.9%,Very Good,Excellent,Slightly Thick - Thick,Faint,16641473
5991275A,"Natural, untreated diamond",Botswana Sort,"$4,230",1.11,Round,Super Ideal,I,SI2,6.61mm x 6.55mm x 4.12mm,58.0%,62.6%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17893508
6524471Y,"Natural, untreated diamond",Botswana Sort,"$4,240",1.09,Round,Super Ideal,I,SI1,6.53mm x 6.51mm x 4.09mm,57.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,17746963
6551187A,"Natural, untreated diamond",Botswana Sort,"$4,250",1.10,Round,Super Ideal,I,SI2,6.62mm x 6.57mm x 4.16mm,55.0%,63.0%,Excellent,Excellent,Thin - Medium,None,None,17690612
6130981A,"Natural, untreated diamond",Botswana Sort,"$4,250",1.10,Round,Super Ideal,J,SI2,6.59mm x 6.57mm x 4.14mm,56.0%,62.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17929824
5882050A,"Natural, untreated diamond",Botswana Sort,"$4,260",1.20,Round,Super Ideal,J,SI2,6.76mm x 6.72mm x 4.24mm,56.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,16629911
5914029Y,"Natural, untreated diamond",Botswana Sort,"$4,270",1.20,Round,Super Ideal,J,SI2,6.77mm x 6.73mm x 4.22mm,57.0%,62.5%,Excellent,Excellent,Slightly Thick,None,None,17129325
6512844A,"Natural, untreated diamond",Botswana Sort,"$4,290",1.09,Round,Super Ideal,F,SI2,6.61mm x 6.57mm x 4.08mm,59.0%,61.9%,Excellent,Excellent,Medium - Sl.Tk,None,Medium,17504309
6455794A,"Natural, untreated diamond",Botswana Sort,"$4,290",1.18,Round,Super Ideal,G,SI2,6.74mm x 6.69mm x 4.21mm,57.0%,62.7%,Excellent,Excellent,4,Pointed,None,17368090
6027470A,"Natural, untreated diamond",Botswana Sort,"$4,290",1.20,Round,Ideal,H,SI2,6.76mm x 6.69mm x 4.28mm,56.0%,63.6%,Very Good,Excellent,Medium - Slightly Thick,None,Very Strong,16070112
6448364A,"Natural, untreated diamond",Botswana Sort,"$4,300",1.20,Round,Ideal,I,SI2,6.81mm x 6.77mm x 4.14mm,60.5%,61.0%,Excellent,Excellent,Thin - Slightly Thick,Pointed,None,17676656
6467605A,"Natural, untreated diamond",Botswana Sort,"$4,300",1.19,Round,Super Ideal,J,SI1,6.76mm x 6.72mm x 4.21mm,58.0%,62.4%,Excellent,Excellent,Slightly Thick,None,Faint,17683527
5450301Y,"Natural, untreated diamond",Botswana Sort,"$4,320",1.10,Round,Ideal,H,SI2,6.58mm x 6.53mm x 4.12mm,58.0%,62.7%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",Pointed,None,15722104
6050188A,"Natural, untreated diamond",Botswana Sort,"$4,330",1.10,Round,Super Ideal,H,SI2,6.57mm x 6.54mm x 4.13mm,56.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,15438670
6080531A,"Natural, untreated diamond",Botswana Sort,"$4,330",1.10,Round,Super Ideal,H,SI2,6.58mm x 6.54mm x 4.14mm,56.0%,63.0%,Excellent,Excellent,Thin - Slightly Thick,None,None,15534816
6255923A,"Natural, untreated diamond",Botswana Sort,"$4,330",1.15,Round,Super Ideal,H,SI2,6.67mm x 6.64mm x 4.21mm,57.0%,63.2%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,16247925
5857423A,"Natural, untreated diamond",Botswana Sort,"$4,340",1.20,Round,Very Good,J,SI1,6.69mm x 6.65mm x 4.26mm,55.0%,63.9%,Very Good,Excellent,Medium - Thick,None,17593630
5819695AB,"Natural, untreated diamond",Canada,"$4,350",1.10,Round,Super Ideal,J,VS2,6.57mm x 6.53mm x 4.10mm,58.0%,62.6%,Excellent,Excellent,"Slightly Thick, Faceted",None,Medium,17751020
6365063A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.15,Round,Super Ideal,G,SI2,6.68mm x 6.63mm x 4.16mm,58.0%,62.6%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17896225
6506912A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.12,Round,Super Ideal,J,SI1,6.84mm x 6.81mm x 4.01mm,60.0%,58.7%,Excellent,Excellent,Thin,None,None,17460498
6273491A,"Natural, untreated diamond",Canada,"$4,350",1.20,Round,Super Ideal,F,SI2,6.75mm x 6.71mm x 4.24mm,56.0%,63.0%,Excellent,Excellent,Medium,Pointed,None,17902117
6468335A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.15,Round,Super Ideal,J,VS2,6.69mm x 6.65mm x 4.17mm,57.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17681454
6548858A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.09,Round,Super Ideal,I,SI2,6.57mm x 6.55mm x 4.11mm,57.0%,62.6%,Excellent,Excellent,Slightly Thick,None,None,17678945
5900612A,"Natural, untreated diamond",Botswana Sort,"$4,350",1.20,Round,Super Ideal,J,SI2,6.80mm x 6.75mm x 4.22mm,60.0%,62.2%,Excellent,Excellent,Medium - Slightly Thick,Pointed,Faint,17919729
6524432Y,"Natural, untreated diamond",Botswana Sort,"$4,350",1.12,Round,Super Ideal,G,SI2,6.62mm x 6.58mm x 4.06mm,61.0%,61.5%,Excellent,Excellent,Slightly Thick,None,None,17746145
6067187A,"Natural, untreated diamond",Botswana Sort,"$4,360",1.20,Round,Very Good,I,SI1,6.74mm x 6.65mm x 4.21mm,57.0%,62.9%,Very Good,Excellent,Slightly Thick - Thick,Pointed,Faint,16477800
6131007AB,"Natural, untreated diamond",Botswana Sort,"$4,360",1.20,Round,Very Good,F,SI2,6.65mm x 6.60mm x 4.28mm,56.0%,64.5%,Excellent,Very Good,"Slightly Thick - Thick, Faceted",None,None,17751004
6407329A,"Natural, untreated diamond",Botswana Sort,"$4,360",1.09,Round,Super Ideal,J,SI2,6.57mm x 6.55mm x 4.09mm,59.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,16872237
6578105A,"Natural, untreated diamond",Botswana Sort,"$4,370",1.11,Round,Super Ideal,I,SI2,6.65mm x 6.63mm x 4.12mm,58.0%,62.1%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17895384
6524429Y,"Natural, untreated diamond",Botswana Sort,"$4,370",1.20,Round,Very Good,G,SI2,6.62mm x 6.58mm x 4.25mm,55.0%,64.4%,Excellent,Excellent,Thick,None,Medium,17746930
6448661A,"Natural, untreated diamond",Botswana Sort,"$4,370",1.10,Round,Super Ideal,I,SI2,6.60mm x 6.56mm x 4.11mm,57.0%,62.5%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17898555
6254387A,"Natural, untreated diamond",Botswana Sort,"$4,380",1.12,Round,Super Ideal,I,SI2,6.62mm x 6.59mm x 4.12mm,57.0%,62.3%,Excellent,Excellent,Slightly Thick,None,None,17872568
6127521A,"Natural, untreated diamond",Botswana Sort,"$4,380",1.12,Round,Super Ideal,J,SI1,6.62mm x 6.59mm x 4.13mm,57.0%,62.5%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17896866
5991245A,"Natural, untreated diamond",Botswana Sort,"$4,390",1.15,Round,Super Ideal,G,SI2,6.73mm x 6.71mm x 4.14mm,60.0%,61.6%,Excellent,Excellent,"Slightly Thick - Slightly Thick, Faceted",None,Faint,17893723
6150483A,"Natural, untreated diamond",Canada,"$4,400",1.10,Round,Super Ideal,H,SI2,6.57mm x 6.53mm x 4.12mm,57.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17873287
5836508A,"Natural, untreated diamond",Canada,"$4,410",1.09,Round,Super Ideal,I,SI1,6.58mm x 6.54mm x 4.07mm,59.0%,62.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Medium,17892523
6330126A,"Natural, untreated diamond",Botswana Sort,"$4,430",1.11,Round,Super Ideal,H,SI2,6.60mm x 6.56mm x 4.10mm,57.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,16556005
5912155A,"Natural, untreated diamond",Botswana Sort,"$4,440",1.17,Round,Ideal,H,SI2,6.71mm x 6.66mm x 4.20mm,58.0%,62.9%,Excellent,Very Good,Medium - Slightly Thick,None,None,17931576
6330866A,"Natural, untreated diamond",Botswana Sort,"$4,440",1.10,Round,Super Ideal,I,SI2,6.58mm x 6.55mm x 4.15mm,58.0%,63.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555295
5843461A,"Natural, untreated diamond",Botswana Sort,"$4,450",1.09,Round,Super Ideal,G,SI2,6.57mm x 6.52mm x 4.09mm,58.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17900375
6050249A,"Natural, untreated diamond",Botswana Sort,"$4,450",1.20,Round,Very Good,H,SI2,6.63mm x 6.61mm x 4.28mm,57.0%,64.7%,Excellent,Very Good,Medium - Thick,None,None,16070189
6474928Y,"Natural, untreated diamond",Botswana Sort,"$4,450",1.20,Round,Super Ideal,E,SI2,6.78mm x 6.74mm x 4.24mm,59.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,Very Strong,17234080
6467924A,"Natural, untreated diamond",Botswana Sort,"$4,460",1.18,Round,Super Ideal,J,VS2,6.76mm x 6.72mm x 4.21mm,56.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17682471
6270471A,"Natural, untreated diamond",Botswana Sort,"$4,480",1.20,Round,Good,G,SI2,6.79mm x 6.68mm x 4.20mm,55.0%,62.3%,Fair,Excellent,Thin - Thick,None,Faint,17098086
6335925A,"Natural, untreated diamond",Botswana Sort,"$4,490",1.20,Round,Super Ideal,H,SI2,6.79mm x 6.75mm x 4.25mm,54.0%,62.8%,Excellent,Excellent,3.5,Pointed,Faint,16567370
6307925A,"Natural, untreated diamond",Botswana Sort,"$4,490",1.14,Round,Super Ideal,F,SI2,6.68mm x 6.64mm x 4.14mm,59.0%,62.3%,Excellent,Excellent,Medium,Pointed,None,17901350
5779105A,"Natural, untreated diamond",Botswana Sort,"$4,490",1.09,Round,Super Ideal,G,SI2,6.60mm x 6.55mm x 4.10mm,59.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,14852699
5573521A,"Natural, untreated diamond",Botswana Sort,"$4,500",1.20,Round,Very Good,J,SI2,6.64mm x 6.60mm x 4.27mm,55.0%,64.5%,Very Good,Excellent,5,Pointed,Medium,15406520
6237798A,"Natural, untreated diamond",Botswana Sort,"$4,510",1.20,Round,Very Good,H,SI2,6.64mm x 6.58mm x 4.24mm,56.0%,64.2%,Very Good,Excellent,Slightly Thick - Thick,None,Faint,16620391
6565334AY,"Natural, untreated diamond",Botswana Sort,"$4,510",1.10,Round,Super Ideal,I,SI2,6.69mm x 6.66mm x 4.02mm,59.0%,60.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,17753464
6549393A,"Natural, untreated diamond",Botswana Sort,"$4,520",1.20,Round,Good,G,SI2,6.50mm x 6.41mm x 4.30mm,57.0%,66.5%,Very Good,Excellent,Thick - Very Thick,Pointed,None,17751342
6585559A,"Natural, untreated diamond",Botswana Sort,"$4,520",1.20,Round,Ideal,H,SI2,6.76mm x 6.73mm x 4.26mm,55.5%,63.2%,Excellent,Excellent,Thin - Medium,Pointed,None,17838120
6253777A,"Natural, untreated diamond",Botswana Sort,"$4,520",1.12,Round,Super Ideal,F,SI2,6.64mm x 6.60mm x 4.15mm,57.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,16476920
6418205A,"Natural, untreated diamond",Botswana Sort,"$4,530",1.20,Round,Super Ideal,J,SI1,6.77mm x 6.72mm x 4.20mm,60.0%,62.2%,Excellent,Excellent,"Slightly Thick, Faceted",None,None,17896535
5977326A,"Natural, untreated diamond",Botswana Sort,"$4,530",1.20,Round,Very Good,J,VS2,6.71mm x 6.63mm x 4.20mm,55.0%,63.0%,Very Good,Excellent,Slightly Thick - Thick,None,Strong,17776147
6578114A,"Natural, untreated diamond",Botswana Sort,"$4,530",1.09,Round,Super Ideal,H,SI2,6.55mm x 6.50mm x 4.15mm,56.0%,63.6%,Excellent,Excellent,"Thin - Medium, Faceted",None,Faint,17893810
6271185A,"Natural, untreated diamond",Canada,"$4,550",1.20,Round,Ideal,I,SI2,6.76mm x 6.71mm x 4.25mm,55.0%,63.1%,Very Good,Excellent,Thin - Slightly Thick,None,None,16625265
6395587A,"Natural, untreated diamond",Botswana Sort,"$4,560",1.20,Round,Ideal,I,SI2,6.82mm x 6.78mm x 4.22mm,58.5%,61.9%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17902786
6195509A,"Natural, untreated diamond",Botswana Sort,"$4,560",1.20,Round,Super Ideal,J,SI2,6.78mm x 6.74mm x 4.24mm,58.0%,62.8%,Excellent,Excellent,Thin - Slightly Thick,None,None,17885368
6453419A,"Natural, untreated diamond",Botswana Sort,"$4,560",1.09,Round,Super Ideal,I,SI2,6.68mm x 6.65mm x 4.05mm,59.0%,60.7%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17898025
6586693A,"Natural, untreated diamond",Botswana Sort,"$4,570",1.09,Round,Very Good,G,SI2,6.45mm x 6.40mm x 4.12mm,56.0%,64.0%,Very Good,Excellent,Thick,None,17838829
6518157Y,"Natural, untreated diamond",Botswana Sort,"$4,570",1.09,Round,Super Ideal,E,SI2,6.63mm x 6.58mm x 4.10mm,57.0%,62.0%,Excellent,Excellent,Medium,Pointed,Strong,17870201
6407330A,"Natural, untreated diamond",Botswana Sort,"$4,580",1.09,Round,Super Ideal,J,SI2,6.54mm x 6.50mm x 4.09mm,57.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,16874035
5938261A,"Natural, untreated diamond",Botswana Sort,"$4,580",1.20,Round,Super Ideal,F,SI2,6.78mm x 6.73mm x 4.25mm,55.0%,63.0%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,16070184
6517853Y,"Natural, untreated diamond",Botswana Sort,"$4,580",1.14,Round,Super Ideal,G,SI2,6.71mm x 6.66mm x 4.11mm,59.0%,61.5%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17668019
6331314A,"Natural, untreated diamond",Botswana Sort,"$4,590",1.13,Round,Super Ideal,F,SI2,6.64mm x 6.60mm x 4.14mm,59.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,16553168
6570843A,"Natural, untreated diamond",Botswana Sort,"$4,600",1.20,Round,Very Good,H,SI2,6.66mm x 6.61mm x 4.21mm,59.0%,63.4%,Excellent,Very Good,Medium - Thick,None,None,17771929
6038329A,"Natural, untreated diamond",Botswana Sort,"$4,610",1.20,Round,Ideal,I,SI2,6.90mm x 6.88mm x 4.11mm,60.0%,59.6%,Very Good,Excellent,Medium - Slightly Thick,None,16546978
6586697A,"Natural, untreated diamond",Canada,"$4,610",1.10,Round,Very Good,G,SI2,6.45mm x 6.41mm x 4.14mm,59.0%,64.3%,Excellent,Excellent,Thick,None,17839038
5883798A,"Natural, untreated diamond",Botswana Sort,"$4,620",1.20,Round,Super Ideal,H,SI2,6.78mm x 6.73mm x 4.23mm,57.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,16620017
5897666A,"Natural, untreated diamond",Botswana Sort,"$4,620",1.09,Round,Super Ideal,H,SI2,6.63mm x 6.59mm x 4.03mm,59.0%,61.0%,Excellent,Excellent,Thin - Slightly Thick,None,Faint,16167093
6430368A,"Natural, untreated diamond",Botswana Sort,"$4,630",1.17,Round,Super Ideal,H,SI2,6.79mm x 6.74mm x 4.19mm,57.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,17681925
6331035A,"Natural, untreated diamond",Botswana Sort,"$4,630",1.15,Round,Super Ideal,I,SI2,6.68mm x 6.63mm x 4.17mm,57.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555870
6330867A,"Natural, untreated diamond",Botswana Sort,"$4,640",1.20,Round,Super Ideal,J,SI1,6.80mm x 6.76mm x 4.23mm,58.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,16552894
6122728A,"Natural, untreated diamond",Botswana Sort,"$4,640",1.20,Round,Super Ideal,H,SI2,6.80mm x 6.74mm x 4.22mm,59.0%,62.4%,Excellent,Excellent,4,Pointed,None,15749124
6564994A,"Natural, untreated diamond",Botswana Sort,"$4,640",1.11,Round,Super Ideal,E,SI2,6.61mm x 6.57mm x 4.15mm,57.0%,63.0%,Excellent,Excellent,"Slightly Thick, Faceted",None,Medium,17898997
6188554A,"Natural, untreated diamond",Botswana Sort,"$4,640",1.20,Round,Very Good,I,SI2,6.64mm x 6.58mm x 4.28mm,56.0%,64.7%,Very Good,Excellent,Slightly Thick - Thick,None,None,17013213
6564775Y,"Natural, untreated diamond",Botswana Sort,"$4,640",1.20,Round,Ideal,G,SI2,6.76mm x 6.71mm x 4.25mm,55.0%,63.1%,Excellent,Very Good,Medium - Slightly Thick,None,Strong,17746888
5781030A,"Natural, untreated diamond",Botswana Sort,"$4,640",1.15,Round,Super Ideal,I,SI1,6.71mm x 6.67mm x 4.16mm,59.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,17580924
6034910A,"Natural, untreated diamond",Botswana Sort,"$4,640",1.20,Round,Very Good,I,SI2,6.62mm x 6.57mm x 4.26mm,56.0%,64.6%,Excellent,Excellent,Slightly Thick - Thick,None,None,16625189
5957023A,"Natural, untreated diamond",Botswana Sort,"$4,650",1.11,Round,Super Ideal,G,SI2,6.61mm x 6.57mm x 4.07mm,60.0%,61.8%,Excellent,Excellent,Slightly Thick,None,None,16693329
6564787Y,"Natural, untreated diamond",Botswana Sort,"$4,650",1.20,Round,Super Ideal,J,SI2,6.79mm x 6.76mm x 4.23mm,56.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17746402
6421324A,"Natural, untreated diamond",Botswana Sort,"$4,660",1.20,Round,Very Good,I,SI2,6.63mm x 6.57mm x 4.27mm,58.0%,64.6%,Excellent,Excellent,Thin - Thick,None,None,16960755
6556727A,"Natural, untreated diamond",Botswana Sort,"$4,660",1.20,Round,Super Ideal,J,SI2,6.81mm x 6.78mm x 4.19mm,58.0%,61.7%,Excellent,Excellent,Medium,None,None,17915040
6524428Y,"Natural, untreated diamond",Botswana Sort,"$4,660",1.12,Round,Super Ideal,G,SI2,6.66mm x 6.62mm x 6.62mm,55.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,17747445
6578417A,"Natural, untreated diamond",Botswana Sort,"$4,660",1.20,Round,Very Good,I,SI2,6.70mm x 6.61mm x 4.22mm,60.0%,63.5%,Good,Excellent,Thin - Thick,None,None,17792836
6330303A,"Natural, untreated diamond",Botswana Sort,"$4,670",1.20,Round,Super Ideal,I,SI2,6.77mm x 6.74mm x 4.21mm,59.0%,62.4%,Excellent,Excellent,Slightly Thick,None,None,16555763
6448625A,"Natural, untreated diamond",Botswana Sort,"$4,680",1.09,Round,Super Ideal,I,SI1,6.59mm x 6.53mm x 4.14mm,57.0%,63.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17898498
5843396AB,"Natural, untreated diamond",Botswana Sort,"$4,680",1.20,Round,Super Ideal,J,VS2,6.78mm x 6.74mm x 4.22mm,55.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17751086
6430058A,"Natural, untreated diamond",Botswana Sort,"$4,690",1.17,Round,Super Ideal,I,SI1,6.73mm x 6.70mm x 4.18mm,58.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17682796
5700100A,"Natural, untreated diamond",Botswana Sort,"$4,690",1.20,Round,Super Ideal,F,SI2,6.96mm x 6.94mm x 4.10mm,61.0%,59.0%,Excellent,Excellent,Thin - Medium,Pointed,None,17410393
5852575A,"Natural, untreated diamond",Botswana Sort,"$4,700",1.09,Round,Super Ideal,H,SI2,6.57mm x 6.53mm x 4.09mm,59.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,14565132
6200049A,"Natural, untreated diamond",Botswana Sort,"$4,700",1.10,Round,Ideal,G,SI1,6.57mm x 6.52mm x 4.11mm,59.0%,62.8%,Excellent,Very Good,Medium - Sl.Tk,None,Medium,17565289
6440152A,"Natural, untreated diamond",Botswana Sort,"$4,700",1.15,Round,Super Ideal,G,SI2,6.70mm x 6.65mm x 4.19mm,58.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick(Faceted),None,Faint,17060387
6555258Y,"Natural, untreated diamond",Botswana Sort,"$4,710",1.20,Round,Super Ideal,I,SI2,6.82mm x 6.78mm x 4.19mm,61.0%,61.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17746816
6489536A,"Natural, untreated diamond",Botswana Sort,"$4,710",1.20,Round,Super Ideal,J,SI1,6.84mm x 6.81mm x 4.16mm,59.0%,61.0%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17748283
6201498Y,"Natural, untreated diamond",Botswana Sort,"$4,720",1.10,Round,Super Ideal,H,SI1,6.61mm x 6.57mm x 4.09mm,57.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17585427
6315451A,"Natural, untreated diamond",Botswana Sort,"$4,720",1.14,Round,Super Ideal,H,SI2,6.66mm x 6.61mm x 4.14mm,58.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick(Faceted),None,None,16491099
6421238A,"Natural, untreated diamond",Botswana Sort,"$4,730",1.20,Round,Super Ideal,I,SI2,6.74mm x 6.70mm x 4.27mm,57.0%,63.6%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,16960908
6031773A,"Natural, untreated diamond",Botswana Sort,"$4,740",1.10,Round,Super Ideal,G,SI2,6.62mm x 6.60mm x 4.07mm,59.0%,61.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17683116
6246497A,"Natural, untreated diamond",Botswana Sort,"$4,740",1.09,Round,Super Ideal,H,SI2,6.55mm x 6.53mm x 4.11mm,56.0%,62.8%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17892098
6531623Y,"Natural, untreated diamond",Botswana Sort,"$4,770",1.13,Round,Super Ideal,H,SI2,6.63mm x 6.59mm x 4.13mm,58.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17746416
6518890A,"Natural, untreated diamond",Canada,"$4,770",1.13,Round,Super Ideal,I,SI2,6.65mm x 6.61mm x 4.17mm,57.0%,62.8%,Excellent,Excellent,Medium,None,None,17909710
6093160A,"Natural, untreated diamond",Canada,"$4,770",1.13,Round,Super Ideal,J,VVS1,6.64mm x 6.59mm x 4.12mm,58.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17640697
6497025A,"Natural, untreated diamond",Botswana Sort,"$4,770",1.17,Round,Super Ideal,F,SI2,6.75mm x 6.70mm x 4.23mm,55.0%,62.8%,Excellent,Excellent,3.5,Pointed,Faint,17367936
6449911A,"Natural, untreated diamond",Botswana Sort,"$4,790",1.09,Round,Super Ideal,I,SI2,6.61mm x 6.56mm x 4.11mm,56.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17123894
